title,journal,year
When Doctors Unlearn English,JOURNAL OF PALLIATIVE CARE,2019
Are there typological characteristics of individual unlearning?,PROCEEDINGS OF THE 52ND ANNUAL HAWAII INTERNATIONAL CONFERENCE ON SYSTEM,2019
Image Watermarking Technique Using Embedder and Extractor Neural,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,2019
A Generalized Multisensor Real-Time Tool Condition-Monitoring Approach,SMART AND SUSTAINABLE MANUFACTURING SYSTEMS,2019
Colonial Bodies in Display Cases and Spectating Bodies A Contemporary,EXPLORING THE BLACK VENUS FIGURE IN AESTHETIC PRACTICES,2019
Topics to Avoid: Demoting Latent Confounds in Text Classification,2019 CONFERENCE ON EMPIRICAL METHODS IN NATURAL LANGUAGE PROCESSING AND,2019
Gender-based violence as difficult knowledge: pedagogies for rebalancing,INTERNATIONAL JOURNAL OF LIFELONG EDUCATION,2019
Digital Twins in eHealth - Prospects and Challenges Focussing on,"2019 IEEE INTERNATIONAL CONFERENCE ON ENGINEERING, TECHNOLOGY AND",2019
An Analysis of Influence of Emoticons on Affective Impressions Feeling,IIWAS2019: THE 21ST INTERNATIONAL CONFERENCE ON INFORMATION INTEGRATION,2019
A Study on a Lane Keeping System using CNN for Online Learning of,"2019 34TH INTERNATIONAL TECHNICAL CONFERENCE ON CIRCUITS/SYSTEMS,",2019
Audiovisual production on elementary school: a wager in students',EDUCACAO,2019
Manipulation Motion Taxonomy and Coding for Robots,2019 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS,2019
SOFT SKILLS IN KNOWLEDGE-BASED ECONOMICS,MARKETING AND MANAGEMENT OF INNOVATIONS,2019
Neural Cleanse: Identifying and Mitigating Backdoor Attacks in Neural,2019 IEEE SYMPOSIUM ON SECURITY AND PRIVACY (SP 2019),2019
Efficient Learning Strategy of Chinese Characters Based on Usage,2019 4TH IEEE INTERNATIONAL CONFERENCE ON BIG DATA ANALYTICS (ICBDA,2019
Personal Universes: revealing community college students' competences,CULTURAL STUDIES OF SCIENCE EDUCATION,2018
'A LANGUAGE I HAVE NOT UNLEARNED': CULTIVATING AN HISTORICAL AWARENESS,LITERATURE AND THEOLOGY,2018
Visuomotor learning and unlearning in children and adolescents with,CORTEX,2018
THE PEDAGOGICAL POWER OF THINGS TOWARD A POST-INTENTIONAL PHENOMENOLOGY,CULTURAL CRITIQUE,2018
"Challenging Cognitive Demands at Work, Related Working Conditions, and",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2018
Fast and slow extinction pathways in defensive survival circuits,CURRENT OPINION IN BEHAVIORAL SCIENCES,2018
Being Muslim: Unveiling the Voices of Asian Muslim Women Travellers,GENDER ISSUES,2018
Using Deliberate Practice to Build an Instructor Development Program,JOURNAL OF LEADERSHIP STUDIES,2018
Communication from Learned to Innate Olfactory Processing Centers Is,NEURON,2018
"Learning, unlearning and forgetting processes in industrial districts",CAMBRIDGE JOURNAL OF ECONOMICS,2018
Increased Cognitive Load Enables Unlearning in Procedural Category,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,2018
Decolonising the Conceptions of Race in South Africa: A Fanonian,STRATEGIC REVIEW FOR SOUTHERN AFRICA,2018
Unlearning and public services -A case study with a Vygotskian approach,JOURNAL OF ADULT AND CONTINUING EDUCATION,2018
A new mechanical approach to handle generalized Hopfield neural networks,NEURAL NETWORKS,2018
Revisiting metaplasticity: The roles of calcineurin and histone,NEUROBIOLOGY OF LEARNING AND MEMORY,2018
Temporal alignment of anticipatory motor cortical beta lateralisation in,EUROPEAN JOURNAL OF NEUROSCIENCE,2018
Early Behavioural Facilitation by Temporal Expectations in Complex,NEUROSCIENCE,2018
Spontaneous eyeblinks are sensitive to sequential learning,NEUROPSYCHOLOGIA,2018
The wrong track also leads someplace: Milton Friedman's presidential,REVIEW OF KEYNESIAN ECONOMICS,2018
Prediction of Response to Stereotactic Radiosurgery for Brain Metastases,ANTICANCER RESEARCH,2018
The 'Laterally Inverted' Laparoscopic Cholecystectomy: Unlearning the,JOURNAL OF CLINICAL AND DIAGNOSTIC RESEARCH,2018
Learning to Achieve Different Levels of Adaptability for Human-Robot,IEEE TRANSACTIONS ON COGNITIVE AND DEVELOPMENTAL SYSTEMS,2018
The Importance of Time to Think Back: The Role of Reminding in,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,2018
The regulation of birdsong by testosterone: Multiple time-scales and,HORMONES AND BEHAVIOR,2018
Effects of extended extinction and multiple extinction contexts on ABA,LEARNING AND MOTIVATION,2018
Acquisition of Viewpoint Transformation and Action Mappings via Sequence,FRONTIERS IN NEUROROBOTICS,2018
"Revolution 4.0, Skills, Education and Guidance",REVISTA DIGITAL DE INVESTIGACION EN DOCENCIA UNIVERSITARIA-RIDU,2018
Learning evolving T-S fuzzy systems with both local and global accuracy,APPLIED SOFT COMPUTING,2018
Auditory prediction cues motor preparation in the absence of movements,NEUROIMAGE,2018
"Reset the Heart: Unlearning Violence, Relearning Hope",THEOLOGY TODAY,2018
Parental Burnout: When Exhausted Mothers Open Up,FRONTIERS IN PSYCHOLOGY,2018
Action research to support the integration of social media in the,ACTION RESEARCH,2018
Learning and Unlearning of Pain,BIOMEDICINES,2018
On bilinguals' development of metalinguistic awareness and its transfer,INTERNATIONAL JOURNAL OF BILINGUALISM,2018
The Incarnation of the Free Spirits in Nietzsche: A Continuum of Triple,KRITIKE-AN ONLINE JOURNAL OF PHILOSOPHY,2018
Curbing Inequality Through Decolonising Knowledge Production in Higher,AUSTRALASIAN REVIEW OF AFRICAN STUDIES,2018
Working smarter not harder: Coupling implementation to de-implementation,HEALTHCARE-THE JOURNAL OF DELIVERY SCIENCE AND INNOVATION,2018
Learning-Dependent and -Independent Enhancement of Mitral/Tufted Cell,JOURNAL OF NEUROSCIENCE,2018
Empirical and conceptual investigation of de-implementation of low-value,IMPLEMENTATION SCIENCE,2018
Unlearning of Mixed States in the Hopfield Model -Extensive Loading,JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,2018
Computationally Developed Sham Stimulation Protocol for Multichannel,FRONTIERS IN PHYSIOLOGY,2018
The conceptual critique of innateness,PHILOSOPHY COMPASS,2018
Putting into practice error management theory: Unlearning and learning,APPLIED ERGONOMICS,2018
How stimulation frequency and intensity impact on the long-lasting,PLOS COMPUTATIONAL BIOLOGY,2018
THE DYNAMICS OF EPISTEMOLOGICAL DECOLONISATION IN THE 21ST CENTURY:,STRATEGIC REVIEW FOR SOUTHERN AFRICA,2018
Surgical drains: what is still unlearned in everyday practice?,ANZ JOURNAL OF SURGERY,2018
Short-Term Dosage Regimen for Stimulation-Induced Long-Lasting,FRONTIERS IN PHYSIOLOGY,2018
Event segmentation protects emotional memories from competing,NATURE HUMAN BEHAVIOUR,2018
UNLEARNING IMPLICIT SOCIAL BIASES DURING SLEEP: A FAILURE TO REPLICATE,SLEEP,2018
Learning and Unlearning: Some Reflections on Feminist Praxis and,RELIGIONS,2018
Illusory Motion Reproduced by Deep Neural NetworksTrained for Prediction,FRONTIERS IN PSYCHOLOGY,2018
The Ultimate Star Wars and Philosophy: You Must Unlearn What You Have,INSIGHT TURKEY,2018
UNLEARNING COLONIAL IDENTITIES WHILE ENGAGING IN RELATIONALITY: SETTLER,MCGILL JOURNAL OF EDUCATION,2018
Victorian Designs of Industrial Desire,CAHIERS VICTORIENS & EDOUARDIENS,2018
"Goal orientation, critical reflection, and unlearning: An",HUMAN RESOURCE DEVELOPMENT QUARTERLY,2018
"Paper presentation: Reconfiguring objects, reconfiguring meanings",INTERNATIONAL JOURNAL OF EDUCATION THROUGH ART,2018
Post-Entry Diversification in a Shifting Institutional Environment: How,JOURNAL OF SMALL BUSINESS MANAGEMENT,2018
Multisensory enhancement elicited by unconscious visual stimuli,EXPERIMENTAL BRAIN RESEARCH,2018
The Production of Urban Space by Violence and its Aftermath in Jakarta,ETHNOS,2018
A Fuzzy Restricted Boltzmann Machine: Novel Learning Algorithms Based on,IEEE TRANSACTIONS ON FUZZY SYSTEMS,2018
How the dual process model of human cognition can inform efforts to,JOURNAL OF EVALUATION IN CLINICAL PRACTICE,2018
Quantitative learning strategies based on word networks,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2018
Cross-Cultural Interaction: What We Know and What We Need to Know,"ANNUAL REVIEW OF ORGANIZATIONAL PSYCHOLOGY AND ORGANIZATIONAL BEHAVIOR,",2018
Action learning through radio: exploring conceptual views and lived,ACTION LEARNING,2018
Unlearning how we think,HOW TO SAVE POLITICS IN A POST-TRUTH ERA: Thinking through Difficult,2018
Organizational unlearning: time to expand our horizons?,LEARNING ORGANIZATION,2018
Stretching of roots contributes to the pathophysiology of,JOINT BONE SPINE,2018
Efficient Repair of Polluted Machine Learning Systems via Causal,PROCEEDINGS OF THE 2018 ACM ASIA CONFERENCE ON COMPUTER AND,2018
Blended skills and future roles of librarians,LIBRARY MANAGEMENT,2018
Rethinking environmental science education from indigenous knowledge,ENVIRONMENTAL EDUCATION RESEARCH,2018
BELONGING: Transformation through Education,MEREON MATRIX: EVERYTHING CONNECTED THROUGH (K)NOTHING,2018
International marketing and intra-cultural heterogeneity,ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,2018
UNLEARNING SHAKESPEARE STUDIES: SPECULATIVE CRITICISM AND THE PLACE OF,RE-CREATING SHAKESPEARE,2018
Crisis in US Health Care: Corporate Power Still Blocks Reform,INTERNATIONAL JOURNAL OF HEALTH SERVICES,2018
An exploration of unlearning of practicing civil engineers,2018 IEEE FRONTIERS IN EDUCATION CONFERENCE (FIE),2018
Countering the forgetting effect in mixed-model manual assembly,IFAC PAPERSONLINE,2018
"Reset the Heart: Unlearning Violence, Relearning Hope",PNEUMA,2018
Practicing Resistance: Teacher Responses to Intergroup Aggression in the,EQUITY & EXCELLENCE IN EDUCATION,2018
From selling to managing strategic customers - a competency analysis,JOURNAL OF PERSONAL SELLING & SALES MANAGEMENT,2018
Top View Person Detection and Counting for Low Compute Embedded,PROCEEDINGS OF 2018 THE 2ND INTERNATIONAL CONFERENCE ON VIDEO AND IMAGE,2018
Managers and organizational forgetting: a synthesis,LEARNING ORGANIZATION,2018
The Effect of Absorptive Capacity on Green Customer Capital under an,SUSTAINABILITY,2018
Effects of team unlearning on employee creativity The mediating effect,JOURNAL OF WORKPLACE LEARNING,2018
"JOB-EMBEDDED, COLLABORATIVE AND REFLECTIVE PROFESSIONAL DEVELOPMENT FOR",SOUTH AFRICAN JOURNAL OF HIGHER EDUCATION,2018
Unlearning overgenerated be through data-driven learning in the,RECALL,2018
Generalization of ANN Model in Classifying Stance and Swing Phases of,2018 IEEE-EMBS CONFERENCE ON BIOMEDICAL ENGINEERING AND SCIENCES,2018
An Improved ABC Algorithm Based on Initial Population and Neighborhood,IFAC PAPERSONLINE,2018
Type-2 Fuzzy Logic Induced Gesture Recognition for Robot Task Planning,2018 IEEE SYMPOSIUM SERIES ON COMPUTATIONAL INTELLIGENCE (IEEE SSCI),2018
MAPPING FIRST-YEAR STUDENTS' CONCERNS TO THE NEEDS OF THE 21ST CENTURY,"12TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE",2018
Asia in international relations: unlearning imperial power relations,STRATEGIC ANALYSIS,2018
Uncovering the Skills That Preservice Teachers Bring to Teacher,JOURNAL OF TEACHER EDUCATION,2018
'My aunt was always doing wild things': the long-term impact of,THEATRE DANCE AND PERFORMANCE TRAINING,2018
Learning in a Continuous-Valued Attractor Network,2018 17TH IEEE INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND,2018
News and relations Highlighted textual labels in the titles of early,SOCIOCULTURAL DIMENSIONS OF LEXIS AND TEXT IN THE HISTORY OF ENGLISH,2018
Historical Legacies and Leaders' Worldviews Communist Party History and,CHINA PERSPECTIVES,2018
Unlearn What You Have Learned: Adaptive Crowd Teaching with,KDD'18: PROCEEDINGS OF THE 24TH ACM SIGKDD INTERNATIONAL CONFERENCE ON,2018
"Learning Biases Underlie ""Universals'' in Avian Vocal Sequencing",CURRENT BIOLOGY,2017
Neurofeedback for Tinnitus Treatment - Review and Current Concepts,FRONTIERS IN AGING NEUROSCIENCE,2017
Social Fear Conditioning Paradigm in Virtual Reality: Social vs.,FRONTIERS IN PSYCHOLOGY,2017
New fuzzy method for improving the precision of productivity predictions,NEURAL COMPUTING & APPLICATIONS,2017
Unlearning in managing wicked biodiversity problems,LANDSCAPE AND URBAN PLANNING,2017
Changes in balance coordination and transfer to an unlearned balance,EXPERIMENTAL BRAIN RESEARCH,2017
The changing hydrology of a dammed Amazon,SCIENCE ADVANCES,2017
Intergenerational associations in numerical approximation and,DEVELOPMENTAL SCIENCE,2017
Pulse: From Death to Resurrection and Back Again,QUALITATIVE INQUIRY,2017
Infants' and Children's Salt Taste Perception and Liking: A Review,NUTRIENTS,2017
Mapping children's and adolescents' judgment rules for assessing the,INFANT AND CHILD DEVELOPMENT,2017
Does hydroelectric reservoirs affect the structure of surrounding tree,BRAZILIAN JOURNAL OF BOTANY,2017
Transitive Inference in Humans (Homo sapiens) and Rhesus Macaques,JOURNAL OF COMPARATIVE PSYCHOLOGY,2017
Learning and Judgment Can Be Affected by Predisposed Fearfulness in,FRONTIERS IN VETERINARY SCIENCE,2017
Individual recognition of opposite sex vocalizations in the zebra finch,SCIENTIFIC REPORTS,2017
Deficits in Approximate Number System Acuity and Mathematical Abilities,FRONTIERS IN PSYCHOLOGY,2017
Learning and unlearning dignity in care: Experiential and experimental,NURSE EDUCATION IN PRACTICE,2017
RECOVERING A CONFUCIAN CONCEPTION OF HUMAN NATURE: A CHALLENGE TO THE,ACTA KOREANA,2017
Unlearning: A messy and complex journey with Canadian Foreign Policy,INTERNATIONAL JOURNAL,2017
New Learning or Unlearning: Computational Heterogeneity in Extinction,BIOLOGICAL PSYCHIATRY,2017
A model for evolution of overlapping community networks,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2017
"Measuring the ""gift': epistemological and ontological differences",HIGHER EDUCATION RESEARCH & DEVELOPMENT,2017
UNLEARNING ASSUMPTIONS - LESSONS FROM MENTORING RURAL TRAINEES,AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY,2017
TOWARD A THEORETICAL ROLE FOR TONIC NOREPINEPHRINE IN THE ORBITOFRONTAL,NEUROSCIENCE,2017
The physician's experience of changing clinical practice: a struggle to,IMPLEMENTATION SCIENCE,2017
ASIA IN INTERNATIONAL RELATIONS Unlearning Imperial Power Relations,ASIA IN INTERNATIONAL RELATIONS: UNLEARNING IMPERIAL POWER RELATIONS,2017
Promoting Intentional Unlearning though an Unlearning Curve,PROCEEDINGS OF THE 14TH INTERNATIONAL CONFERENCE ON INTELLECTUAL,2017
Brazil's Belo Monte Dam: Lessons of an Amazonian resource struggle,ERDE,2017
Unlearning and learning,REMAKING CITIES: AN INTRODUCTION TO URBAN METROFITTING,2017
Perceptions of successful unlearning in hearing aid practioners,PROCEEDINGS OF THE 50TH ANNUAL HAWAII INTERNATIONAL CONFERENCE ON SYSTEM,2017
A CONCEPTUAL FRAMEWORK FOR A SOFTWARE DEVELOPMENT PROCESS BASED ON,"INTED2017: 11TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT",2017
Unlearning the colonial cultures of planning,AUSTRALIAN GEOGRAPHER,2017
'Sincere Simplicity': Gerbrand Bredero's Apprenticeship with Coornhert,DUTCH CROSSING-JOURNAL OF LOW COUNTRIES STUDIES,2017
Combined algorithm for improvement of fused radar and optical data,JOURNAL OF ELECTRONIC IMAGING,2017
Letting go of the old: (un)deliberate knowledge loss in product,IFKAD 2017: 12TH INTERNATIONAL FORUM ON KNOWLEDGE ASSET DYNAMICS:,2017
A novel hidden Markov model-based pattern discrimination method with the,2017 39TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN,2017
Accelerate Information Interpretation in the Organizational Failure,KNOWLEDGE-BASED AND INTELLIGENT INFORMATION & ENGINEERING SYSTEMS,2017
Attempts at Regional Mobilisation in a Unitary State: Two Decades of,REVOLUTIONIZING ECONOMIC AND DEMOCRATIC SYSTEMS: REINVENTING THE THIRD,2017
Unlearning With Hannah Study as a Curriculum of Second Thoughts<bold>,RECONCEPTUALIZING STUDY IN EDUCATIONAL DISCOURSE AND PRACTICE,2017
"Empowering ""Digital Immigrants"": Challenges and Solutions",FACILITATING IN-SERVICE TEACHER TRAINING FOR PROFESSIONAL DEVELOPMENT,2017
Left-handers' struggle in a rightward wor(l)d: The relation between,LATERALITY,2017
"BLOW BITS: CREATIVE PLAYGROUNDS, GAMIFICATION AND VIRTUOSITY WITH HYBRID",DS87-8 PROCEEDINGS OF THE 21ST INTERNATIONAL CONFERENCE ON ENGINEERING,2017
Asia in International Relations: Unlearning Imperial Power Relations,ASIA IN INTERNATIONAL RELATIONS: UNLEARNING IMPERIAL POWER RELATIONS,2017
Strongly non-U-shaped language learning results by general techniques,INFORMATION AND COMPUTATION,2016
Embedding a back propagation network into fuzzy c-means for estimating,JOURNAL OF AMBIENT INTELLIGENCE AND HUMANIZED COMPUTING,2016
Scenes of violence and sex in recent award-winning LGBT-themed young,DISCOURSE-STUDIES IN THE CULTURAL POLITICS OF EDUCATION,2016
Perceived reasons for changes in the use of wild food plants in,APPETITE,2016
How fear-relevant illusory correlations might develop and persist in,JOURNAL OF ANXIETY DISORDERS,2016
Novel Discretized Weak Estimators Based on the Principles of the,IEEE Transactions on Cybernetics,2016
Naive Chicks Prefer Hollow Objects,PLOS ONE,2016
Synaptic Plasticity: The Role of Learning and Unlearning in Addiction,BIOLOGICAL PSYCHIATRY,2016
The Case for Unlearning,INTERNATIONAL JOURNAL OF PROSTHODONTICS,2016
Incremental maximum margin clustering,PATTERN ANALYSIS AND APPLICATIONS,2016
"Time course of colour-word contingency learning: Practice curves,",LEARNING AND MOTIVATION,2016
Leaning In to Discomfort: Preparing Literacy Teachers for Gender and,RESEARCH IN THE TEACHING OF ENGLISH,2016
Unlearning Our Helplessness - Coexisting Serious Mental and Medical,NEW ENGLAND JOURNAL OF MEDICINE,2016
"Current and Remembered Past Uses of Wild Food Plants in Saaremaa,",ECONOMIC BOTANY,2016
Online Visual Feedback during Error-Free Channel Trials Leads to Active,FRONTIERS IN HUMAN NEUROSCIENCE,2016
Forget unlearning? How an empirically unwarranted concept from,MANAGEMENT LEARNING,2016
Unlearn'd,HUDSON REVIEW,2016
Traces of An Early Learned Second Language in Discontinued Bilingualism,LANGUAGE LEARNING,2016
"Belief in Race as Biological: Early Life Influences, Intergroup",RACE AND SOCIAL PROBLEMS,2016
Robotic Surgery Simulator: Elements to Build a Training Program,JOURNAL OF SURGICAL EDUCATION,2016
Physiological and behavioral responses in Drosophila melanogaster to,PHYSIOLOGY & BEHAVIOR,2016
A theory of de-implementation based on the theory of healthcare,IMPLEMENTATION SCIENCE,2016
THE DIFFERENCES OF MORPHOLOGICAL CHANGES IN THE LEVATOR ANI MUSCLE IN,NEUROUROLOGY AND URODYNAMICS,2016
Simultaneous Detection of c-Fos Activation from Mesolimbic and,JOVE-JOURNAL OF VISUALIZED EXPERIMENTS,2016
Template optimization and transfer in perceptual learning,JOURNAL OF VISION,2016
How Existing Organizational Practices Affect the Transfer of Practices,MANAGEMENT INTERNATIONAL REVIEW,2016
Lateral occipitotemporal cortex (LOTC) activity is greatest while,EXPERIMENTAL BRAIN RESEARCH,2016
Learned Helplessness at Fifty: Insights From Neuroscience,PSYCHOLOGICAL REVIEW,2016
Unlearning contextual information by removing irrelevant information,INTERNATIONAL JOURNAL OF PSYCHOLOGY,2016
Environmental disturbances and fishes in the Amazon,JOURNAL OF FISH BIOLOGY,2016
Exploring the Use of Sensorial LTP/LTD-Like Stimulation to Modulate,PLOS ONE,2016
THE EFFECTS OF TEXTUAL ENHANCEMENT ON THE ACQUISITION OF TWO NONPARALLEL,STUDIES IN SECOND LANGUAGE ACQUISITION,2016
"What Do We Need to Protect, at All Costs, During the 21st Century?",JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS,2016
Unlearning Troubled Business Models: From Realization to Marginalization,LONG RANGE PLANNING,2016
An archival feminist pedagogy: unlearning and objects as affective,CONTINUUM-JOURNAL OF MEDIA & CULTURAL STUDIES,2016
Revisiting Zipfian Frequency: L2 Acquisition of English Prenominal Past,MODERN LANGUAGE JOURNAL,2016
Anti-kindling Induced by Two-Stage Coordinated Reset Stimulation with,FRONTIERS IN COMPUTATIONAL NEUROSCIENCE,2016
New Learning and Unlearning Strangers or Accomplices in Threat Memory,TRENDS IN NEUROSCIENCES,2016
Matrix approach to decision-theoretic rough sets for evolving data,KNOWLEDGE-BASED SYSTEMS,2016
The Last Days of Mankind,PAJ-A JOURNAL OF PERFORMANCE AND ART,2016
Acquisition of the Cardinal Principle Coincides with Improvement in,PLOS ONE,2016
Towards a science of eating disorders: Replacing myths with realities:,NORDIC JOURNAL OF PSYCHIATRY,2016
A world where all worlds cohabit,JOURNAL OF ENVIRONMENTAL EDUCATION,2016
The Past Is aaEuro broken vertical bar Native Land?,SOCIETY,2016
L-type Ca2+ channel blockade with antihypertensive medication disrupts,MOLECULAR PSYCHIATRY,2016
"Climate change governance: history, future, and triple-loop learning?",WILEY INTERDISCIPLINARY REVIEWS-CLIMATE CHANGE,2016
Unlearning the Soviet Tongue: Discursive Practices of a Democratizing,JOURNALISM & MASS COMMUNICATION QUARTERLY,2016
Beyond the Medial Regions of Prefrontal Cortex in the Regulation of Fear,FRONTIERS IN SYSTEMS NEUROSCIENCE,2016
On stopping doing those things that are not getting us to where we want,HUMAN RELATIONS,2016
"Teaching, Troubling, Transgressing: Thinking With Theory in a",QUALITATIVE INQUIRY,2016
RECOGNIZING AND UNLEARNING INTERNALIZED OPPRESSION,INTEGRATING MINDFULNESS INTO ANTI-OPPRESSION PEDAGOGY: SOCIAL JUSTICE IN,2016
"The Intimate Schoolmaster and the Ignorant Sifu: Poststructuralism,",PHILOSOPHY AND RHETORIC,2016
REALISING THE DREAM: UNLEARNING THE LOGIC OF RACE IN THE SOUTH AFRICAN,EDUCATION AS CHANGE,2016
Linking Unlearning with Work-Life Balance: An Initial Empirical,JOURNAL OF SMALL BUSINESS MANAGEMENT,2016
When are Real-Time Feedback Loops Most Valuable? New Insights from,PROCEEDINGS OF THE 49TH ANNUAL HAWAII INTERNATIONAL CONFERENCE ON SYSTEM,2016
Expert improvisers in Western classical music learning pathways,THINKING SKILLS AND CREATIVITY,2016
Machine Learning and Unlearning to Autonomously Switch Between the,2016 6TH IEEE INTERNATIONAL CONFERENCE ON BIOMEDICAL ROBOTICS AND,2016
Environmental and Social Impacts of Hydroelectric Dams in Brazilian,WORLD DEVELOPMENT,2016
Does Incomplete Unlearning Impact Medical Errors?,PROCEEDINGS OF THE 49TH ANNUAL HAWAII INTERNATIONAL CONFERENCE ON SYSTEM,2016
An Incremental Learner for Language-Based Anomaly Detection in XML,2016 IEEE SYMPOSIUM ON SECURITY AND PRIVACY WORKSHOPS (SPW 2016),2016
Unlearning (Un)Located Ideas in the Provincialization of Urban Theory,REGIONAL STUDIES,2016
"Linguistic, social and communicative aspects in Early Modern English","GENRE IN LANGUAGE, DISCOURSE AND COGNITION",2016
Children under five and digital technologies: implications for early,EUROPEAN EARLY CHILDHOOD EDUCATION RESEARCH JOURNAL,2016
Unlearning Anxieties of the Unfamiliar: Teaching Advanced Sociological,INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION,2016
Unlearning International Relations (IR): Disciplinary and Academic,GLOBALIZING INTERNATIONAL RELATIONS: SCHOLARSHIP AMIDST DIVIDES AND,2016
Plasticity of Fear and Safety Neurons of the Amygdala in Response to,FRONTIERS IN BEHAVIORAL NEUROSCIENCE,2015
Origins of Knowledge: Insights from Precocial Species,FRONTIERS IN BEHAVIORAL NEUROSCIENCE,2015
The Shaping of Postcollege Colorblind Orientation Among Whites:,HARVARD EDUCATIONAL REVIEW,2015
Does Testing With Feedback Improve Adult Spelling Skills Relative to,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-APPLIED,2015
Unlearning the Colonial Cultures of Planning.,JOURNAL OF PLANNING EDUCATION AND RESEARCH,2015
"Physicians and alternative medicines in ""The Barber of Seville"" by",EUROPEAN JOURNAL OF INTERNAL MEDICINE,2015
Drift in children's categories: when experienced distributions conflict,DEVELOPMENTAL SCIENCE,2015
Dopamine D1 and opioid receptor antagonists differentially reduce the,PHYSIOLOGY & BEHAVIOR,2015
Sex differences in the representation of call stimuli in a songbird,FRONTIERS IN BEHAVIORAL NEUROSCIENCE,2015
Unsupervised feature learning based on sparse coding and spectral,IET COMPUTER VISION,2015
Cognitive foundations of organizational learning: re-introducing the,FRONTIERS IN PSYCHOLOGY,2015
Commentary: Unlearning implicit social biases during sleep,FRONTIERS IN PSYCHOLOGY,2015
Cross-modal Interactions between Color and Texture of Food,PSYCHOLOGY & MARKETING,2015
Individual differences in learning predict the return of fear,LEARNING & BEHAVIOR,2015
'Unlearning' addiction,LAB ANIMAL,2015
Learning (and unlearning) from failures: 30 years on from Bhopal to,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,2015
Semisupervised ECG Ventricular Beat Classification With Novelty,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,2015
"Moral Injury, Soul Repair, and Creating a Place for Grace",RELIGIOUS EDUCATION,2015
Visual Choice Behavior by Bumblebees (Bombus impatiens) Confirms,JOURNAL OF COMPARATIVE PSYCHOLOGY,2015
Unsupervised Neural Network Quantifies the Cost of Visual Information,PLOS ONE,2015
"Neonatal handling decreases unconditioned anxiety, conditioned fear, and",FRONTIERS IN BEHAVIORAL NEUROSCIENCE,2015
"The Metier of Living: Art, Genocide, and Education",QUALITATIVE INQUIRY,2015
Linking unlearning with service quality through learning processes in,JOURNAL OF BUSINESS RESEARCH,2015
Teaching and Generalizing Pretend Play in Children with Autism Using,BEHAVIORAL INTERVENTIONS,2015
Overcoming knowledge loss through the utilization of an unlearning,JOURNAL OF BUSINESS RESEARCH,2015
Brain activity associated with illusory correlations in animal phobia,SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,2015
HOW I SHED MY SKIN Unlearning the Racist Lessons of a Southern Childhood,NEW YORK TIMES BOOK REVIEW,2015
TT Cloete and the subaltern,TYDSKRIF VIR GEESTESWETENSKAPPE,2015
Fear conditioning with film clips: A complex associative learning,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,2015
Two ways to save a newly learned motor pattern,JOURNAL OF NEUROPHYSIOLOGY,2015
Unlearning implicit social biases during sleep,SCIENCE,2015
Eavesdropping on heterospecific alarm calls: from mechanisms to,BIOLOGICAL REVIEWS,2015
Cocaine use severity and cerebellar gray matter are associated with,ADDICTION BIOLOGY,2015
The rise and fall of the L-shaped morphome: diachronic and experimental,PROBUS,2015
Social conditioning and extinction paradigm: a translational study in,FRONTIERS IN PSYCHOLOGY,2015
"Organizational unlearning, innovation outcomes, and performance: The",JOURNAL OF BUSINESS RESEARCH,2015
Linking unlearning with quality of health services through knowledge,JOURNAL OF BUSINESS RESEARCH,2015
From the Self to the Not-self: The Road for the Cultivation of the Mind,FOREIGN LITERATURE STUDIES,2015
Learned face-voice pairings facilitate visual search,PSYCHONOMIC BULLETIN & REVIEW,2015
Trading off short-term costs for long-term gains: how do bumblebees,ANIMAL BEHAVIOUR,2015
Management with a Frame of Mind for Systemic Thinking: A Conceptual,SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,2015
Roots of a social brain: Developmental models of emerging,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,2015
